mbti,character,movie_name,release_year,genre,revenue,score,metascore
ISFJ,"Uga ""Ughina"" Fantozzi",Fantozzi,1975.0,Comedy,,7.9,
ISTP,Filini,Fantozzi,1975.0,Comedy,,7.9,
ISTJ,Fonelli,Fantozzi,1975.0,Comedy,,7.9,
INFJ,Megadirettore Galattico Duca Conte Balabam,Fantozzi,1975.0,Comedy,,7.9,
ESFP,Dolly,3 Generations,2015.0,Drama,66371.0,5.9,47.0
ISFJ,Maggie,3 Generations,2015.0,Drama,66371.0,5.9,47.0
INFP,Ray,3 Generations,2015.0,Drama,66371.0,5.9,47.0
ESFP,Jemma,Host,2020.0,"Horror, Mystery",,6.6,72.0
ENFP,Emma,Host,2020.0,"Horror, Mystery",,6.6,72.0
ISFJ,Caroline,Host,2020.0,"Horror, Mystery",,6.6,72.0
INFJ,Haley,Host,2020.0,"Horror, Mystery",,6.6,72.0
ESFP,Ruth,The Pirates Of Penzance,1983.0,"Comedy, Musical, Romance",694497.0,7.1,66.0
ESFJ,Mabel,The Pirates Of Penzance,1983.0,"Comedy, Musical, Romance",694497.0,7.1,66.0
ENTP,The Pirate King,The Pirates Of Penzance,1983.0,"Comedy, Musical, Romance",694497.0,7.1,66.0
ENTJ,The General,The Pirates Of Penzance,1983.0,"Comedy, Musical, Romance",694497.0,7.1,66.0
ESFP,Stanley Stupid,The Stupids,1996.0,"Adventure, Comedy",2415593.0,4.3,
ESFP,Officer David Delinko,Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
ISFP,Roy A. Eberhardt,Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
ISTP,"Beatrice ""The Bear"" Leep",Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
INFP,"Napoleon Bridger ""Mullet Fingers"" Leep",Hoot,2006.0,"Adventure, Comedy, Family",8080116.0,5.5,46.0
ESFP,Jesse,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
ESTJ,Hegai,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
ENTP,Admantha,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
ENTJ,Haman,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
ISFP,King Xerxes,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
ISTJ,Memucan,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
INFP,Hadassah / Esther,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
INFJ,Mordecai,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
INTJ,Vashti,One Night With The King,2006.0,"Biography, Drama, History",13395961.0,6.1,38.0
ESFP,Violet,68 Kill,2017.0,"Comedy, Crime, Romance",,6.0,56.0
ESTP,Liza,68 Kill,2017.0,"Comedy, Crime, Romance",,6.0,56.0
ISFP,Chip,68 Kill,2017.0,"Comedy, Crime, Romance",,6.0,56.0
ISTP,Monica,68 Kill,2017.0,"Comedy, Crime, Romance",,6.0,56.0
ESFP,Trina Malone,Bad Trip,2020.0,Comedy,,6.5,
ENTP,Chris,Bad Trip,2020.0,Comedy,,6.5,
INFP,Bud Malone,Bad Trip,2020.0,Comedy,,6.5,
ESFP,Griselda,Strange Magic,2015.0,"Animation, Adventure, Comedy",12427046.0,5.8,25.0
ESTP,Roland,Strange Magic,2015.0,"Animation, Adventure, Comedy",12427046.0,5.8,25.0
ENFP,Dawn,Strange Magic,2015.0,"Animation, Adventure, Comedy",12427046.0,5.8,25.0
ENTP,Sugar Plum Fairy,Strange Magic,2015.0,"Animation, Adventure, Comedy",12427046.0,5.8,25.0
INFJ,Marianne,Strange Magic,2015.0,"Animation, Adventure, Comedy",12427046.0,5.8,25.0
INTJ,Bog King,Strange Magic,2015.0,"Animation, Adventure, Comedy",12427046.0,5.8,25.0
ESFP,Officer Myers,12 Hour Shift,2020.0,"Comedy, Horror, Thriller",,5.3,63.0
ESTP,Jefferson,12 Hour Shift,2020.0,"Comedy, Horror, Thriller",,5.3,63.0
ENFP,Regina,12 Hour Shift,2020.0,"Comedy, Horror, Thriller",,5.3,63.0
INFJ,Mandy,12 Hour Shift,2020.0,"Comedy, Horror, Thriller",,5.3,63.0
ESFP,Richard Henry Lee,1776,1972.0,"Drama, Family, History",6104000.0,7.6,
ENTP,Benjamin Franklin,1776,1972.0,"Drama, Family, History",6104000.0,7.6,
INFJ,Thomas Jefferson,1776,1972.0,"Drama, Family, History",6104000.0,7.6,
INTJ,John Adams,1776,1972.0,"Drama, Family, History",6104000.0,7.6,
ESFP,Vanessa,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
ESFJ,Miss Mindy,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
ENFJ,Fiona Saunders,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
ENTJ,Dean,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
INFP,Laura,On The Rocks,2020.0,"Adventure, Comedy, Drama",,6.8,73.0
ESFP,Jimmy'S Dad,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ESFP,Pickles,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ESTP,Craig Yoshida,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ESTJ,Yancey Roberts,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ENFP,Golly Gopher,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ENFP,Milt Appleday,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ENFJ,Jimmy'S Mom,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ENTP,Tux The Penguin,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ISFP,Crocco,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ISFJ,Robin Yoshida,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ISFJ,Dolly Gopher,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ISTP,Sonny Appleday,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
INFP,Jimmy Roberts,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
INTJ,Prickles,Re-Animated,2006.0,"Animation, Comedy, Family",,2.7,
ESFP,Alan Stonebridge,The Bromley Boys,2018.0,Comedy,,6.8,40.0
ISTJ,Dave Roberts,The Bromley Boys,2018.0,Comedy,,6.8,40.0
ESFP,Zach Sobiech,Clouds,2020.0,"Drama, Music",,7.5,55.0
ESFJ,Hercules,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESFJ,Hera,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESFJ,Aphrodite,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESTP,Zeus,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESTP,Pegasus,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESTP,Adonis,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESTJ,Philoctetes,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESTJ,Pain,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ENTP,Hades,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ENTP,Hermes,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ENTP,Icarus,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ENTJ,The Fates,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ENTJ,Ares,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ISFP,Panic,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ISTP,Megara,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ISTP,Amphytryon,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
INFJ,Alcmene,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
INTP,Cassandra,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
INTJ,Athena,Hercules,1997.0,"Animation, Action, Adventure",,7.4,
ESFJ,Claire Benoit,Split,2016.0,"Comedy, Romance, Sport",,2.9,
ESFJ,Marcia,Split,2016.0,"Comedy, Romance, Sport",,2.9,
ESTJ,Patricia,Split,2016.0,"Comedy, Romance, Sport",,2.9,
ENFP,Hedwig,Split,2016.0,"Comedy, Romance, Sport",,2.9,
ENFJ,Barry,Split,2016.0,"Comedy, Romance, Sport",,2.9,
ISFP,The Beast,Split,2016.0,"Comedy, Romance, Sport",,2.9,
ISTJ,"Dennis (Kevin ""Wendell"" Crumb)",Split,2016.0,"Comedy, Romance, Sport",,2.9,
INFP,Casey Cooke,Split,2016.0,"Comedy, Romance, Sport",,2.9,
ESFJ,Maria,Cool Cat Saves The Kids,2015.0,"Comedy, Crime, Family",,4.0,
ESTP,Butch The Bully,Cool Cat Saves The Kids,2015.0,"Comedy, Crime, Family",,4.0,
ENFJ,Cool Cat,Cool Cat Saves The Kids,2015.0,"Comedy, Crime, Family",,4.0,
ESFJ,Sibel,Ramo,2020.0,Drama,,6.1,
ENTJ,Cihangir,Ramo,2020.0,Drama,,6.1,
INFJ,Ramo,Ramo,2020.0,Drama,,6.1,
ESFJ,Zhao,The Last Airbender,2010.0,"Action, Adventure",,5.0,
ESTJ,Iroh,The Last Airbender,2010.0,"Action, Adventure",,5.0,
ENTP,Yue,The Last Airbender,2010.0,"Action, Adventure",,5.0,
INFP,Firelord Ozai,The Last Airbender,2010.0,"Action, Adventure",,5.0,
ESFJ,Helen Corning,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
ENFJ,Flora,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
ISFP,George Fayne,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
INFP,Bess Marvin,Nancy Drew And The Hidden Staircase,2019.0,"Comedy, Crime, Drama",,5.7,55.0
ESFJ,Henry Chen,Dai Si Hing,2018.0,"Action, Comedy, Drama",85624.0,6.3,
ESTJ,Kane Lao,Dai Si Hing,2018.0,"Action, Comedy, Drama",85624.0,6.3,
ISFP,Jack Li,Dai Si Hing,2018.0,"Action, Comedy, Drama",85624.0,6.3,
INFP,Bruce Guan,Dai Si Hing,2018.0,"Action, Comedy, Drama",85624.0,6.3,
ESFJ,Toad,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
ESTP,Wario,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
ESTP,Duck,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
ENTP,Mario,The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
ISFP,Luigi (Green Mario),The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
INTP,Garfield (Lasagna Ocelot),The Blue Shell Incident,2019.0,"Short, Action, Comedy",,9.8,
ESFJ,Chloe,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
ENFP,Amarna,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
ENFJ,The Duchess,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
ISFP,Ana,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
INTP,Yu,Paradise Hills,2019.0,"Fantasy, Sci-Fi, Thriller",,5.5,50.0
ESFJ,Tita,Eiffel I'M In Love,2003.0,"Drama, Romance",,6.1,
ENTJ,Adit,Eiffel I'M In Love,2003.0,"Drama, Romance",,6.1,
ESFJ,Ritah (Richard'S Wife),Who Killed Captain Alex?,2010.0,"Action, Comedy, Crime",,8.2,
ESTJ,Captain Alex,Who Killed Captain Alex?,2010.0,"Action, Comedy, Crime",,8.2,
ENTP,Richard The Tiger Mafia,Who Killed Captain Alex?,2010.0,"Action, Comedy, Crime",,8.2,
ENTP,Video Joker,Who Killed Captain Alex?,2010.0,"Action, Comedy, Crime",,8.2,
ISTP,Russian Mercenary,Who Killed Captain Alex?,2010.0,"Action, Comedy, Crime",,8.2,
ESFJ,Johnathan Wharton,Bad Girls From Valley High,2005.0,"Comedy, Romance",,3.5,
ESTP,Gavin,Bad Girls From Valley High,2005.0,"Comedy, Romance",,3.5,
ESTP,Tiffany,Bad Girls From Valley High,2005.0,"Comedy, Romance",,3.5,
ESTJ,Danielle,Bad Girls From Valley High,2005.0,"Comedy, Romance",,3.5,
ISFP,Drew,Bad Girls From Valley High,2005.0,"Comedy, Romance",,3.5,
ISFJ,Brooke,Bad Girls From Valley High,2005.0,"Comedy, Romance",,3.5,
ESFJ,Mrs. Elton,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
ENFP,Miss Bates,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
ENFP,Mr. Elton,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
ENFJ,Emma Woodhouse,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
ENFJ,Jane Fairfax,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
ISFP,Harriet Smith,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
INFJ,George Knightley,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
INFJ,John Knightley,Emma,1996.0,"Comedy, Drama, Romance",,7.0,
ESFJ,Amy Egdar,Luce,2019.0,"Drama, Mystery",1782181.0,6.7,72.0
ESTJ,Harriet Wilson,Luce,2019.0,"Drama, Mystery",1782181.0,6.7,72.0
ENTJ,Luce Egdar,Luce,2019.0,"Drama, Mystery",1782181.0,6.7,72.0
ISTJ,Peter Edgar,Luce,2019.0,"Drama, Mystery",1782181.0,6.7,72.0
ESFJ,Natasha,Dau. Natasha,2020.0,Drama,,6.3,
ENTJ,Azhippo,Dau. Natasha,2020.0,Drama,,6.3,
ISFP,Olga,Dau. Natasha,2020.0,Drama,,6.3,
INTP,Prof. Blinov,Dau. Natasha,2020.0,Drama,,6.3,
ESFJ,Satoshi Hasashi,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ESTP,Johnny Cage,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ESTP,Kano,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ESTJ,Demon Torturer,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ESTJ,Goro,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ENFJ,Jax,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ENTJ,Quan Chi,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ENTJ,Raiden,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ISFP,Kitana,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ISTP,"Hanzo Hasashi "" Scorpion """,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ISTP,Baraka,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ISTP,Reptile,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ISTJ,Sub-Zero,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ISTJ,Sonya Blade,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
INFP,Liu Kang,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
INTJ,Shang Tsung,Mortal Kombat Legends: Scorpion'S Revenge,2020.0,"Animation, Action, Adventure",,7.4,
ESFJ,Mrs. White,Carrie,2002.0,"Drama, Horror, Sci-Fi",,5.5,
ESTJ,Mrs. Desjardin,Carrie,2002.0,"Drama, Horror, Sci-Fi",,5.5,
ENFP,Sue Snell,Carrie,2002.0,"Drama, Horror, Sci-Fi",,5.5,
INFP,Carrie White,Carrie,2002.0,"Drama, Horror, Sci-Fi",,5.5,
ESTP,Monsieur Calvin J. Candie,Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ESTP,Sheriff Bill Sharp,Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ESTJ,Stephen Warren,Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ESTJ,U.S. Marshal Gill Tatum,Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ENTP,Dr. King Schultz,Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ENTP,Lil Raj Brittle,Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ISFP,"Broomhilda ""Hildi"" Von Shaft",Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ISFJ,"Leonide ""Leo"" Moguy",Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ISTP,Django Freeman,Django Unchained,2012.0,"Drama, Western",162805434.0,8.4,81.0
ESTP,Terk,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
ENFP,Jane Porter,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
ENTJ,William Clayton,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
ISFP,Tarzan,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
ISFJ,Kala,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
ISTJ,Kerchak,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
INTP,Professor Archimedes Porter,Tarzan,1999.0,"Action, Adventure, Family",,7.4,
ESTP,Rocky Rhodes,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
ESTP,Bunty,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
ESTJ,Fowler,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
ENTP,Nick,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
ENTJ,Melisha Tweedy,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
ISFJ,Fetcher,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
INFP,Willard Tweedy,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
INFP,Babs,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
INFJ,Ginger,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
INTP,Mac,Chicken Run,2000.0,"Action, Comedy, Family",,6.9,
ESTP,Lyra Belacqua,The Golden Compass,2007.0,Fantasy,,6.0,
ESTP,Iorek Byrnison,The Golden Compass,2007.0,Fantasy,,6.0,
ENFJ,Marisa Coulter,The Golden Compass,2007.0,Fantasy,,6.0,
ENTP,Lord Asriel,The Golden Compass,2007.0,Fantasy,,6.0,
ENTJ,Billy Costa,The Golden Compass,2007.0,Fantasy,,6.0,
INFJ,Serafina Pekkala,The Golden Compass,2007.0,Fantasy,,6.0,
INTJ,Lee Scoresby,The Golden Compass,2007.0,Fantasy,,6.0,
ESTP,Young-Sook,The Call,2020.0,Horror,,7.3,
ISFJ,Seo-Yeon,The Call,2020.0,Horror,,7.3,
ESTP,Hsu Tai Yu,Our Times,2015.0,"Comedy, Romance",847020.0,7.4,
INFP,Lin Truly,Our Times,2015.0,"Comedy, Romance",847020.0,7.4,
ESTP,Saphira,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
ESTJ,Murtagh,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
ENFJ,Garrow,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
ENTP,Durza,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
ISFP,Eragon,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
ISFP,Hrothgar,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
INFP,Roran,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
INFJ,Brom,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
INTJ,Arya,Eragon,2006.0,"Action, Adventure, Fantasy",,4.8,
ESTP,Dodd,Memento,2000.0,"Mystery, Thriller",25544867.0,8.4,80.0
ISFJ,Mrs. Jankis,Memento,2000.0,"Mystery, Thriller",25544867.0,8.4,80.0
ISTP,Natalie,Memento,2000.0,"Mystery, Thriller",25544867.0,8.4,80.0
ISTP,Bert,Memento,2000.0,"Mystery, Thriller",25544867.0,8.4,80.0
INFP,Sammy Jenkis,Memento,2000.0,"Mystery, Thriller",25544867.0,8.4,80.0
INFJ,Leonard Shelby,Memento,2000.0,"Mystery, Thriller",25544867.0,8.4,80.0
ESTP,Chad,Manic,2001.0,Drama,69716.0,7.3,60.0
ISFP,Sara,Manic,2001.0,Drama,69716.0,7.3,60.0
ISTP,Lyle,Manic,2001.0,Drama,69716.0,7.3,60.0
INFP,Tracey,Manic,2001.0,Drama,69716.0,7.3,60.0
INFP,Kenny,Manic,2001.0,Drama,69716.0,7.3,60.0
ESTP,22,Soul,2020.0,"Animation, Adventure, Comedy",,8.2,94.0
ISFP,Joe Gardner,Soul,2020.0,"Animation, Adventure, Comedy",,8.2,94.0
ESTP,Yeo Kyung-Jin,Windstruck,2004.0,"Comedy, Crime, Drama",,7.2,
ISFJ,Ko Myung-Woo,Windstruck,2004.0,"Comedy, Crime, Drama",,7.2,
ESTP,Fatma,Miracle In Cell No. 7,2019.0,Drama,,7.5,
ESTJ,Askorozlu,Miracle In Cell No. 7,2019.0,Drama,,7.5,
ENFP,Memo,Miracle In Cell No. 7,2019.0,Drama,,7.5,
ENFJ,Teacher Mine,Miracle In Cell No. 7,2019.0,Drama,,7.5,
ISFJ,Hafiz,Miracle In Cell No. 7,2019.0,Drama,,7.5,
INFP,Ova,Miracle In Cell No. 7,2019.0,Drama,,7.5,
ESTP,Zook,Gnome Alone,2017.0,"Animation, Adventure, Comedy",,5.6,
ISFP,Chloe,Gnome Alone,2017.0,"Animation, Adventure, Comedy",,5.6,
INTP,Liam,Gnome Alone,2017.0,"Animation, Adventure, Comedy",,5.6,
ESTP,Bud Valentine,Boys,1996.0,"Drama, Mystery, Romance",,5.0,
ENTP,"John Baker, Jr.",Boys,1996.0,"Drama, Mystery, Romance",,5.0,
ISFP,Patty Vare,Boys,1996.0,"Drama, Mystery, Romance",,5.0,
ISFJ,John Cooke,Boys,1996.0,"Drama, Mystery, Romance",,5.0,
ESTP,Tamao Serizawa,Crows Zero,2007.0,"Action, Thriller",,7.1,
ISTP,Genji Takiya,Crows Zero,2007.0,"Action, Thriller",,7.1,
ESTP,Jack Hayes,Highway,2002.0,"Crime, Drama",,6.2,
ENFP,Pilot Kelson,Highway,2002.0,"Crime, Drama",,6.2,
ESTP,Zohar,Zero Motivation,2014.0,"Comedy, Drama",101713.0,7.3,69.0
ESTJ,Rama,Zero Motivation,2014.0,"Comedy, Drama",101713.0,7.3,69.0
ISTP,Irena,Zero Motivation,2014.0,"Comedy, Drama",101713.0,7.3,69.0
INFP,Daffi,Zero Motivation,2014.0,"Comedy, Drama",101713.0,7.3,69.0
ESTP,Jahkor Abraham Lincoln,All Day And A Night,2020.0,Drama,,5.8,60.0
ESTP,Lyle Wainfleet,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
ESTJ,Colonel Quaritch,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
ENFJ,Neytiri,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
ISTP,Jake Sully,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
ISTJ,Tsu'Tey,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
ISTJ,Eytukan,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
INFJ,Mo'At,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
INTP,Grace Augustine,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
INTP,Norm Spellman,Avatar,2009.0,"Action, Adventure, Fantasy",760507625.0,7.8,83.0
ESTP,Marquis / Rodolphe Boulanger,Madame Bovary,2014.0,"Drama, Romance",,5.7,52.0
ENTJ,Monsieur Homais,Madame Bovary,2014.0,"Drama, Romance",,5.7,52.0
ISFJ,Henriette,Madame Bovary,2014.0,"Drama, Romance",,5.7,52.0
ISTP,Monsieur Lheureux,Madame Bovary,2014.0,"Drama, Romance",,5.7,52.0
INFP,Emma Bovary,Madame Bovary,2014.0,"Drama, Romance",,5.7,52.0
INFP,Leon Dupuis,Madame Bovary,2014.0,"Drama, Romance",,5.7,52.0
ESTJ,Auto,Wall·E,2008.0,"Animation, Adventure, Family",223808164.0,8.4,95.0
ENFP,Captain B. Mccrea,Wall·E,2008.0,"Animation, Adventure, Family",223808164.0,8.4,95.0
ISTJ,Eve,Wall·E,2008.0,"Animation, Adventure, Family",223808164.0,8.4,95.0
ISTJ,M-O,Wall·E,2008.0,"Animation, Adventure, Family",223808164.0,8.4,95.0
INFP,Wall·E,Wall·E,2008.0,"Animation, Adventure, Family",223808164.0,8.4,95.0
ESTJ,Tom Cooper,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
ESTJ,Donald Cooper,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
ENTP,Tars,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
ISTP,Joseph Cooper,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
ISTJ,Case,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
ISTJ,Doyle,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
INFP,Murphy Cooper,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
INFP,Amelia Brand,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
INTP,Nikolai Romilly,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
INTJ,Dr. Mann,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
INTJ,John Brand,Interstellar,2014.0,"Adventure, Drama, Sci-Fi",188020017.0,8.6,74.0
ESTJ,Captain Stacy,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
ENFJ,Gwen Stacy,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
ISFJ,"Max Dillon ""Electro""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
ISFJ,Ben Parker,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
ISTP,"Peter Parker ""Spider-Man""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
INFP,"Harry Osborn ""Green Goblin""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
INTP,Felicia Hardy,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
INTP,Donald Menken,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
INTJ,"Curt Connors ""The Lizard""",The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
INTJ,Richard Parker,The Amazing Spider-Man,2012.0,"Action, Adventure, Fantasy",,7.0,
ESTJ,Antonius Proximo,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
ENFJ,Commodus,Gladiator,2000.0,"Action, Adventure, Drama",187705427.0,8.5,67.0
